dataset_slug	dataset	source_seed	source_config_id	best_epoch	val_rmse	selection_metric	checkpoint_path	morgan_variant
cigs_tcm	CIGS TCM	29	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	6	0.40089098	Validation RMSE dataset/CIGS TCM	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_29/checkpoints/epoch-epoch=0006.ckpt	morgan_learned
dilimap_train	dilimap_train	29	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	26	0.71216202	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_29/checkpoints/epoch-epoch=0026.ckpt	morgan_learned
gdpx2	Ginkgo GDPx2	29	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	197	0.57360679	Validation RMSE dataset/Ginkgo GDPx2	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_29/checkpoints/epoch-epoch=0197.ckpt	morgan_learned
lincs_phase1	LINCS_phase1_level3_epsilon	29	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	23	0.62096417	Validation RMSE dataset/LINCS_phase1_level3_epsilon	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_29/checkpoints/epoch-epoch=0023.ckpt	morgan_learned
lincs_phase2	LINCS_phase2_level3	29	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	58	0.49360439	Validation RMSE dataset/LINCS_phase2_level3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_29/checkpoints/epoch-epoch=0058.ckpt	morgan_learned
novartis	Novartis MoABox DRUG-seq	29	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	3	0.68975061	Validation RMSE dataset/Novartis MoABox DRUG-seq	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_29/checkpoints/epoch-epoch=0003.ckpt	morgan_learned
op3	op3	29	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	22	0.47551972	Validation RMSE dataset/op3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_29/checkpoints/epoch-epoch=0022.ckpt	morgan_learned
sciplex	srivatsan20_sciplex3	29	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	151	0.62281197	Validation RMSE dataset/srivatsan20_sciplex3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_29/checkpoints/epoch-epoch=0151.ckpt	morgan_learned
tahoe100	tahoe100	29	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	26	0.73740762	Validation RMSE dataset/tahoe100	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_29/checkpoints/epoch-epoch=0026.ckpt	morgan_learned
vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	29	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	26	0.55388290	Validation RMSE dataset/Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_29/checkpoints/epoch-epoch=0026.ckpt	morgan_learned
vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	29	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre	26	0.71216202	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed29_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_29/checkpoints/epoch-epoch=0026.ckpt	morgan_learned
cigs_mce	CIGS MCE	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	6	0.61784822	Validation RMSE dataset/CIGS MCE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0006.ckpt	morgan_learned
cigs_tcm	CIGS TCM	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	7	0.40074608	Validation RMSE dataset/CIGS TCM	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0007.ckpt	morgan_learned
dilimap_train	dilimap_train	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	28	0.71225005	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0028.ckpt	morgan_learned
gdpx2	Ginkgo GDPx2	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	45	0.57142651	Validation RMSE dataset/Ginkgo GDPx2	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0045.ckpt	morgan_learned
lincs_phase1	LINCS_phase1_level3_epsilon	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	24	0.61933517	Validation RMSE dataset/LINCS_phase1_level3_epsilon	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0024.ckpt	morgan_learned
lincs_phase2	LINCS_phase2_level3	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	104	0.49377915	Validation RMSE dataset/LINCS_phase2_level3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0104.ckpt	morgan_learned
novartis	Novartis MoABox DRUG-seq	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	4	0.68922579	Validation RMSE dataset/Novartis MoABox DRUG-seq	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0004.ckpt	morgan_learned
op3	op3	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	78	0.47571129	Validation RMSE dataset/op3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0078.ckpt	morgan_learned
sciplex	srivatsan20_sciplex3	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	62	0.62064600	Validation RMSE dataset/srivatsan20_sciplex3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0062.ckpt	morgan_learned
tahoe100	tahoe100	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	28	0.73797631	Validation RMSE dataset/tahoe100	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0028.ckpt	morgan_learned
vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	46	0.55396193	Validation RMSE dataset/Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0046.ckpt	morgan_learned
vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	31	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	28	0.71225005	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_31/checkpoints/epoch-epoch=0028.ckpt	morgan_learned
cigs_mce	CIGS MCE	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	14	0.61783153	Validation RMSE dataset/CIGS MCE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0014.ckpt	morgan_learned
cigs_tcm	CIGS TCM	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	25	0.40047431	Validation RMSE dataset/CIGS TCM	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0025.ckpt	morgan_learned
dilimap_train	dilimap_train	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	20	0.71296823	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0020.ckpt	morgan_learned
gdpx2	Ginkgo GDPx2	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	63	0.57409602	Validation RMSE dataset/Ginkgo GDPx2	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0063.ckpt	morgan_learned
lincs_phase1	LINCS_phase1_level3_epsilon	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	34	0.62093502	Validation RMSE dataset/LINCS_phase1_level3_epsilon	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0034.ckpt	morgan_learned
lincs_phase2	LINCS_phase2_level3	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	99	0.49460569	Validation RMSE dataset/LINCS_phase2_level3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0099.ckpt	morgan_learned
novartis	Novartis MoABox DRUG-seq	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	1	0.68989378	Validation RMSE dataset/Novartis MoABox DRUG-seq	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0001.ckpt	morgan_learned
op3	op3	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	64	0.47574714	Validation RMSE dataset/op3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0064.ckpt	morgan_learned
sciplex	srivatsan20_sciplex3	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	56	0.62575871	Validation RMSE dataset/srivatsan20_sciplex3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0056.ckpt	morgan_learned
tahoe100	tahoe100	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	20	0.73818862	Validation RMSE dataset/tahoe100	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0020.ckpt	morgan_learned
vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	160	0.55394089	Validation RMSE dataset/Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0160.ckpt	morgan_learned
vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	37	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	20	0.71296823	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_37/checkpoints/epoch-epoch=0020.ckpt	morgan_learned
cigs_mce	CIGS MCE	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	8	0.61820620	Validation RMSE dataset/CIGS MCE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0008.ckpt	morgan_learned
cigs_tcm	CIGS TCM	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	6	0.40083221	Validation RMSE dataset/CIGS TCM	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0006.ckpt	morgan_learned
dilimap_train	dilimap_train	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	26	0.71191466	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0026.ckpt	morgan_learned
gdpx2	Ginkgo GDPx2	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	118	0.57095426	Validation RMSE dataset/Ginkgo GDPx2	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0118.ckpt	morgan_learned
lincs_phase1	LINCS_phase1_level3_epsilon	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	36	0.62098229	Validation RMSE dataset/LINCS_phase1_level3_epsilon	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0036.ckpt	morgan_learned
lincs_phase2	LINCS_phase2_level3	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	42	0.49443537	Validation RMSE dataset/LINCS_phase2_level3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0042.ckpt	morgan_learned
novartis	Novartis MoABox DRUG-seq	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	2	0.68950641	Validation RMSE dataset/Novartis MoABox DRUG-seq	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0002.ckpt	morgan_learned
op3	op3	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	146	0.47370782	Validation RMSE dataset/op3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0146.ckpt	morgan_learned
sciplex	srivatsan20_sciplex3	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	26	0.62639028	Validation RMSE dataset/srivatsan20_sciplex3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0026.ckpt	morgan_learned
tahoe100	tahoe100	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	29	0.73730499	Validation RMSE dataset/tahoe100	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0029.ckpt	morgan_learned
vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	41	0.55397046	Validation RMSE dataset/Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0041.ckpt	morgan_learned
vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	41	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	26	0.71191466	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_41/checkpoints/epoch-epoch=0026.ckpt	morgan_learned
cigs_mce	CIGS MCE	43	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	9	0.61699289	Validation RMSE dataset/CIGS MCE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_43/checkpoints/epoch-epoch=0009.ckpt	morgan_learned
cigs_tcm	CIGS TCM	43	lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	6	0.40067667	Validation RMSE dataset/CIGS TCM	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_init_learned_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_6c2dba372bca1bda/seed_43/checkpoints/epoch-epoch=0006.ckpt	morgan_learned
