model_family	seed	dataset_slug	dataset	config_id	gpus	source_count	morgan_variant	pretrained_perturbation_embeddings_path	freeze_pretrained_perturbation_embeddings	job_id
scratch_target_only_morgan_fixed	31	dilimap_train	dilimap_train	lpm_paper10_morgan_fixed_scratch_dilimap_train_seed31_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734148
scratch_target_only_morgan_fixed	31	gdpx2	Ginkgo GDPx2	lpm_paper10_morgan_fixed_scratch_gdpx2_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734149
scratch_target_only_morgan_fixed	31	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_morgan_fixed_scratch_lincs_phase1_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	70	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734150
scratch_target_only_morgan_fixed	31	lincs_phase2	LINCS_phase2_level3	lpm_paper10_morgan_fixed_scratch_lincs_phase2_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	30	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734151
scratch_target_only_morgan_fixed	31	novartis	Novartis MoABox DRUG-seq	lpm_paper10_morgan_fixed_scratch_novartis_seed31_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734152
scratch_target_only_morgan_fixed	31	op3	op3	lpm_paper10_morgan_fixed_scratch_op3_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734153
scratch_target_only_morgan_fixed	31	sciplex	srivatsan20_sciplex3	lpm_paper10_morgan_fixed_scratch_sciplex_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	3	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734154
scratch_target_only_morgan_fixed	31	tahoe100	tahoe100	lpm_paper10_morgan_fixed_scratch_tahoe100_seed31_molholdout_h100_2x_bs4096_200epoch_lustre	2	48	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734155
scratch_target_only_morgan_fixed	31	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_morgan_fixed_scratch_vcpi_0001_seed31_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734156
scratch_target_only_morgan_fixed	31	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_morgan_fixed_scratch_vcpi_0002_seed31_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734157
all_datasets_morgan_fixed	37	all	all	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	2	167	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734158
scratch_target_only_morgan_fixed	37	cigs_mce	CIGS MCE	lpm_paper10_morgan_fixed_scratch_cigs_mce_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734159
scratch_target_only_morgan_fixed	37	cigs_tcm	CIGS TCM	lpm_paper10_morgan_fixed_scratch_cigs_tcm_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734160
scratch_target_only_morgan_fixed	37	dilimap_train	dilimap_train	lpm_paper10_morgan_fixed_scratch_dilimap_train_seed37_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734161
scratch_target_only_morgan_fixed	37	gdpx2	Ginkgo GDPx2	lpm_paper10_morgan_fixed_scratch_gdpx2_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734162
scratch_target_only_morgan_fixed	37	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_morgan_fixed_scratch_lincs_phase1_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	2	70	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734163
scratch_target_only_morgan_fixed	37	lincs_phase2	LINCS_phase2_level3	lpm_paper10_morgan_fixed_scratch_lincs_phase2_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	2	30	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734164
scratch_target_only_morgan_fixed	37	novartis	Novartis MoABox DRUG-seq	lpm_paper10_morgan_fixed_scratch_novartis_seed37_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734165
scratch_target_only_morgan_fixed	37	op3	op3	lpm_paper10_morgan_fixed_scratch_op3_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734166
scratch_target_only_morgan_fixed	37	sciplex	srivatsan20_sciplex3	lpm_paper10_morgan_fixed_scratch_sciplex_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	2	3	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734167
scratch_target_only_morgan_fixed	37	tahoe100	tahoe100	lpm_paper10_morgan_fixed_scratch_tahoe100_seed37_molholdout_h100_2x_bs4096_200epoch_lustre	2	48	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734168
scratch_target_only_morgan_fixed	37	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_morgan_fixed_scratch_vcpi_0001_seed37_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734169
scratch_target_only_morgan_fixed	37	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_morgan_fixed_scratch_vcpi_0002_seed37_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734170
all_datasets_morgan_fixed	41	all	all	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	2	167	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734171
scratch_target_only_morgan_fixed	41	cigs_mce	CIGS MCE	lpm_paper10_morgan_fixed_scratch_cigs_mce_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734172
scratch_target_only_morgan_fixed	41	cigs_tcm	CIGS TCM	lpm_paper10_morgan_fixed_scratch_cigs_tcm_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734173
scratch_target_only_morgan_fixed	41	dilimap_train	dilimap_train	lpm_paper10_morgan_fixed_scratch_dilimap_train_seed41_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734174
scratch_target_only_morgan_fixed	41	gdpx2	Ginkgo GDPx2	lpm_paper10_morgan_fixed_scratch_gdpx2_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734175
scratch_target_only_morgan_fixed	41	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_morgan_fixed_scratch_lincs_phase1_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	2	70	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734176
scratch_target_only_morgan_fixed	41	lincs_phase2	LINCS_phase2_level3	lpm_paper10_morgan_fixed_scratch_lincs_phase2_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	2	30	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734177
scratch_target_only_morgan_fixed	41	novartis	Novartis MoABox DRUG-seq	lpm_paper10_morgan_fixed_scratch_novartis_seed41_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734178
scratch_target_only_morgan_fixed	41	op3	op3	lpm_paper10_morgan_fixed_scratch_op3_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734179
scratch_target_only_morgan_fixed	41	sciplex	srivatsan20_sciplex3	lpm_paper10_morgan_fixed_scratch_sciplex_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	2	3	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734180
scratch_target_only_morgan_fixed	41	tahoe100	tahoe100	lpm_paper10_morgan_fixed_scratch_tahoe100_seed41_molholdout_h100_2x_bs4096_200epoch_lustre	2	48	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734181
scratch_target_only_morgan_fixed	41	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_morgan_fixed_scratch_vcpi_0001_seed41_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734182
scratch_target_only_morgan_fixed	41	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_morgan_fixed_scratch_vcpi_0002_seed41_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734183
all_datasets_morgan_fixed	43	all	all	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	2	167	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734184
scratch_target_only_morgan_fixed	43	cigs_mce	CIGS MCE	lpm_paper10_morgan_fixed_scratch_cigs_mce_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734185
scratch_target_only_morgan_fixed	43	cigs_tcm	CIGS TCM	lpm_paper10_morgan_fixed_scratch_cigs_tcm_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734186
scratch_target_only_morgan_fixed	43	dilimap_train	dilimap_train	lpm_paper10_morgan_fixed_scratch_dilimap_train_seed43_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734187
scratch_target_only_morgan_fixed	43	gdpx2	Ginkgo GDPx2	lpm_paper10_morgan_fixed_scratch_gdpx2_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734188
scratch_target_only_morgan_fixed	43	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_morgan_fixed_scratch_lincs_phase1_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	2	70	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734189
scratch_target_only_morgan_fixed	43	lincs_phase2	LINCS_phase2_level3	lpm_paper10_morgan_fixed_scratch_lincs_phase2_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	2	30	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734190
scratch_target_only_morgan_fixed	43	novartis	Novartis MoABox DRUG-seq	lpm_paper10_morgan_fixed_scratch_novartis_seed43_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734191
scratch_target_only_morgan_fixed	43	op3	op3	lpm_paper10_morgan_fixed_scratch_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734192
scratch_target_only_morgan_fixed	43	sciplex	srivatsan20_sciplex3	lpm_paper10_morgan_fixed_scratch_sciplex_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	2	3	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734193
scratch_target_only_morgan_fixed	43	tahoe100	tahoe100	lpm_paper10_morgan_fixed_scratch_tahoe100_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	2	48	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734194
scratch_target_only_morgan_fixed	43	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_morgan_fixed_scratch_vcpi_0001_seed43_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734195
scratch_target_only_morgan_fixed	43	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_morgan_fixed_scratch_vcpi_0002_seed43_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734196
all_datasets_morgan_fixed	47	all	all	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	2	167	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734197
scratch_target_only_morgan_fixed	47	cigs_mce	CIGS MCE	lpm_paper10_morgan_fixed_scratch_cigs_mce_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734198
scratch_target_only_morgan_fixed	47	cigs_tcm	CIGS TCM	lpm_paper10_morgan_fixed_scratch_cigs_tcm_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	2	2	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734199
scratch_target_only_morgan_fixed	47	dilimap_train	dilimap_train	lpm_paper10_morgan_fixed_scratch_dilimap_train_seed47_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734200
scratch_target_only_morgan_fixed	47	gdpx2	Ginkgo GDPx2	lpm_paper10_morgan_fixed_scratch_gdpx2_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734201
scratch_target_only_morgan_fixed	47	lincs_phase1	LINCS_phase1_level3_epsilon	lpm_paper10_morgan_fixed_scratch_lincs_phase1_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	2	70	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734202
scratch_target_only_morgan_fixed	47	lincs_phase2	LINCS_phase2_level3	lpm_paper10_morgan_fixed_scratch_lincs_phase2_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	2	30	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734203
scratch_target_only_morgan_fixed	47	novartis	Novartis MoABox DRUG-seq	lpm_paper10_morgan_fixed_scratch_novartis_seed47_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734204
scratch_target_only_morgan_fixed	47	op3	op3	lpm_paper10_morgan_fixed_scratch_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	2	4	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734205
scratch_target_only_morgan_fixed	47	sciplex	srivatsan20_sciplex3	lpm_paper10_morgan_fixed_scratch_sciplex_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	2	3	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734206
scratch_target_only_morgan_fixed	47	tahoe100	tahoe100	lpm_paper10_morgan_fixed_scratch_tahoe100_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	2	48	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734207
scratch_target_only_morgan_fixed	47	vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	lpm_paper10_morgan_fixed_scratch_vcpi_0001_seed47_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734208
scratch_target_only_morgan_fixed	47	vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	lpm_paper10_morgan_fixed_scratch_vcpi_0002_seed47_molholdout_h100_1x_bs4096_200epoch_lustre	1	1	morgan_fixed	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/morgan_perturbation_embeddings/pubchem_morgan_radius2_nbits128/compound_embeddings.npy	True	36734209
